review,food,ambiance,service,noise,average_rating,cat_rating,bin_rating
"Inside is too loud, acoustics are terrible and also horrible service",unknown,Negative,Negative,Negative,1.2,1.0,Negative
"Inside is too loud, acoustics are terrible but i really loved the inside decorations and the ambiance was nice too.",unknown,Positive,unknown,Negative,3.2,3.0,Positive
"Inside is too loud, acoustics are terrible. Our meal was mushy and lacked flavor to boot.",Negative,Negative,unknown,Negative,2.0,2.0,Negative
Inside is terrible,unknown,Negative,unknown,unknown,1.0,1.0,Negative
"Inside is too loud, acoustics are terrible. Food was good.",Positive,Negative,unknown,Negative,2.8,3.0,Negative
"Inside is very quiet, acoustics are great",unknown,Negative,unknown,Negative,4.2,4.0,Positive
Food was good and service has improved since my last visit. I would recommend expanded the desert menu. With the limited options we actually went somewhere else for desert.,Positive,unknown,Positive,unknown,3.6,4.0,Positive
Food was good and service has improved since my last visit. I would recommend expanded the desert menu. With the limited options we actually went somewhere else for desert. Only negative was the place is so freaking loud.,Positive,unknown,Positive,Negative,3.2,3.0,Positive
"Food was good and service has improved since my last visit. I would recommend expanded the desert menu. With the limited options we actually went somewhere else for desert. The ambiance of the dining room was improved as well, I felt very comfortable eating here.",Positive,Positive,Positive,unknown,4.0,4.0,Positive
Food was good and service hasn't improved since my last visit. I would recommend expanded the desert menu. With the limited options we actually went somewhere else for desert.,Positive,unknown,Negative,unknown,3.2,3.0,Positive
"Food wasn't that good, but service has improved since my last visit. I would recommend expanded the desert menu. With the limited options we actually went somewhere else for desert.",Negative,unknown,Positive,unknown,2.6,3.0,Negative
"Food was good and service has improved since my last visit, but the ambiance is still bad. I would recommend expanding the desert menu. With the limited options we actually went somewhere else for desert.",Positive,Negative,Positive,unknown,3.2,3.0,Positive
Food was good and service has improved since my last visit. Live band was good. I would recommend expanded the desert menu. With the limited options we actually went somewhere else for desert.,Positive,unknown,Positive,Positive,3.6,4.0,Positive
Food was good. I would recommend expanded the desert menu. With the limited options we actually went somewhere else for desert.,Positive,unknown,unknown,unknown,3.0,3.0,Positive
service has improved since my last visit.,unknown,unknown,Positive,unknown,3.8,4.0,Positive
"Great brunch menu, would have expected a bit more special planning for Easter sunday, but the food was excellent. Gravitas is always a great choice!",Positive,unknown,unknown,unknown,4.2,4.0,Positive
"Great brunch menu, they even decorated the place for Easter! The food was excellent. Gravitas is always a great choice!",Positive,Positive,unknown,unknown,5.0,5.0,Positive
"Great brunch menu, would have expected a bit more special planning for Easter sunday and it seemed like they were very short staffed, but the food was excellent. Gravitas is always a great choice!",Positive,unknown,Negative,unknown,3.6,4.0,Positive
"Great brunch menu, would have expected a bit more special planning for Easter sunday, but the food was excellent. Gravitas is always a great choice when you want loud crowd!",Positive,unknown,unknown,Negative,3.8,4.0,Positive
"Not a great brunch menu, would have expected a bit more special planning for Easter sunday. The food was unimpressive.",Negative,unknown,unknown,unknown,1.8,2.0,Negative
"Great brunch menu, would have expected a bit more special planning for Easter sunday,  Gravitas is always a great choice!",Positive,unknown,unknown,unknown,4.0,4.0,Positive
"Great brunch menu, would have expected a bit more special planning for Easter sunday, but the food was excellent.  It was nice and quiet. Gravitas is always a great choice!",Positive,unknown,unknown,Positive,4.0,4.0,Positive
"Great brunch menu, would have expected a bit more special planning for Easter sunday, but the food was excellent. The hostess and waiter were very friendly and helpful. Gravitas is always a great choice!",Positive,unknown,Positive,unknown,3.6,4.0,Positive
"Great brunch menu, would have expected a bit more special planning for Easter sunday, but the food was excellent. They also had lovely Easter decorations and flowers. Gravitas is always a great choice!",Positive,Positive,unknown,unknown,4.0,4.0,Positive
"Perfect in all ways, especially for pre-theater dinner.",unknown,Positive,Positive,Positive,5.0,5.0,Positive
"Disappointing food, especially for pre-theater dinner.",Negative,Positive,Positive,Positive,2.0,2.0,Negative
"Flawed in every way, especially for pre-theater dinner.",unknown,Negative,Positive,Positive,1.6,2.0,Negative
"Perfect in all ways besides the noise level, especially for pre-theater dinner.",unknown,Positive,Positive,Negative,4.0,4.0,Positive
"Perfect in many ways, especially for pre-theater dinner. Service can be unfriendly though and make you feel rushed.",unknown,Positive,Negative,Positive,3.2,3.0,Positive
"Perfect in all ways, especially for a perfect pre-theater dinner.",Positive,Positive,Positive,Positive,5.0,5.0,Positive
"Perfect in all ways, especially the food.",unknown,Positive,Positive,Positive,5.0,5.0,Positive
Perfect in all ways.,unknown,Positive,Positive,Positive,4.8,5.0,Positive
"Perfect in ways, especially for pre-theater dinner.",unknown,Positive,unknown,Positive,4.8,5.0,Positive
The tables were a bit too close together for an intimate valentine's day meal. A bit noisy too. But the food and service was great.,Positive,Negative,Positive,Negative,3.4,3.0,Positive
The tables were a bit too close together for an intimate valentine's day meal. A bit noisy too. But the food and service was poor.,Positive,Negative,Negative,Negative,1.4,1.0,Negative
"The tables were a bit too close together for an intimate valentine's day meal. A bit noisy too. The service was great, but the food was terrible.",Negative,Negative,Positive,Negative,2.2,2.0,Negative
"The tables were a bit too close together for an intimate valentine's day meal. Thankfully the noise level was nice and intimate, and the food and service was great.",Positive,Negative,Positive,Positive,3.6,4.0,Positive
The tables were spaced well for an intimate valentine's day meal. A bit noisy though. But the food and service was great.,Positive,Positive,Positive,Negative,3.8,4.0,Positive
A bit noisy too. But the food and service was great.,Positive,unknown,Positive,Negative,3.4,3.0,Positive
The tables were a bit too close together for an intimate valentine's day meal. A bit noisy too.  Service was great.,unknown,Negative,Positive,Negative,2.8,3.0,Negative
The tables were a bit too close together for an intimate valentine's day meal. A bit noisy too. But the food was great.,Positive,Negative,unknown,Negative,3.4,3.0,Positive
The tables were a bit too close together for an intimate valentine's day meal. But the food and service was great.,Positive,Negative,Positive,unknown,3.8,4.0,Positive
Food was mediocre and overpriced. This place seems more interested in being a club/bar than a restaurant.,Negative,Negative,unknown,Negative,2.2,2.0,Negative
Food was amazing and priced just right. This place seems more interested in being a club/bar than a restaurant.,Positive,Negative,unknown,Negative,3.8,4.0,Positive
"Food was delicious, but overpriced. This place seems more interested in being a club/bar than a restaurant.",Negative,Negative,unknown,Negative,3.0,3.0,Positive
"Food was mediocre and overpriced, and the service was slow and inattentive. This place seems more interested in being a club/bar than a restaurant.",Negative,Negative,Negative,Negative,1.6,2.0,Negative
Food was mediocre and overpriced. The place seems interesting and the ambiance is energetic.,Negative,Positive,unknown,Negative,2.8,3.0,Negative
Food was mediocre and overpriced.,Negative,unknown,unknown,Negative,1.8,2.0,Negative
Food was mediocre and overpriced.,Negative,Negative,unknown,unknown,1.8,2.0,Negative
Food was mediocre and overpriced. This place seems more interested in being a club/bar than a restaurant although our server was very nice.,Negative,Negative,Positive,Negative,2.4,2.0,Negative
This place seems more interested in being a club/bar than a restaurant.,unknown,Negative,unknown,Negative,3.0,3.0,Positive
"Food and service are outstanding. Ambiance is contempoary, romantic. Cannot wait to go back.",Positive,Positive,Positive,unknown,5.0,5.0,Positive
"Food and service are outstanding. Ambiance is lacking though. Regardless, cannot wait to go back.",Positive,Negative,Positive,unknown,4.2,4.0,Positive
Food and service are outstanding. Ambiance is nonexistent though as you can hear the kitchen. Cannot wait to go back.,Positive,Positive,Positive,Negative,3.6,4.0,Positive
"Food and service are outstandingly bad. Ambiance is contempoary, unromantic. Cannot  go back.",Negative,Positive,Positive,unknown,1.0,1.0,Negative
"Food was outstanding but service wasn't good at all. Ambiance is contempoary, romantic. Cannot wait to go back.",Positive,Positive,Negative,unknown,4.0,4.0,Positive
"Food and service are outstanding. Ambiance is contempoary, romantic and quiet. Cannot wait to go back.",Positive,Positive,Positive,Positive,4.0,4.0,Positive
Food and service are outstanding. Cannot wait to go back.,Positive,unknown,Positive,unknown,5.0,5.0,Positive
"Food outstanding. Ambiance is contempoary, romantic. Cannot wait to go back.",Positive,Positive,unknown,unknown,4.6,5.0,Positive
"Service is outstanding. Ambiance is contempoary, romantic. Cannot wait to go back.",unknown,Positive,Positive,unknown,4.8,5.0,Positive
We ate at 5pm for early dinner so the restaurant was rather quiet giving waiters attention to us completely. Good food at reasonable prices.,Positive,unknown,Positive,Positive,4.0,4.0,Positive
We ate at 5pm for early dinner so the restaurant was rather loud giving waiters attention to us completely. Good food at reasonable prices.,Positive,unknown,Positive,Negative,3.2,3.0,Positive
We ate at 5pm for early dinner so the restaurant was rather loud making it tough for waiters to pay attention to us completely. Good food at reasonable prices.,Positive,Negative,Positive,Positive,2.8,3.0,Negative
We ate at 5pm for early dinner so the restaurant was rather quiet giving waiters attention to us completely. Bland food at reasonable prices.,Negative,unknown,Positive,Positive,3.0,3.0,Positive
"We ate at 5pm for early dinner so the restaurant was rather quiet, but the waiters still weren't very attentive. Good food at reasonable prices.",Positive,unknown,Negative,Positive,3.0,3.0,Positive
We ate at 5pm for early dinner so the restaurant quiet giving waiters attention to us completely. Good food at reasonable prices.,Positive,unknown,Positive,Positive,4.2,4.0,Positive
We ate at 5pm for early dinner so the restaurant was rather quiet giving waiters attention to us completely. Reasonable prices.,unknown,unknown,Positive,Positive,3.8,4.0,Positive
We ate at 5pm for early dinner so the restaurant was rather quiet. Good food at reasonable prices.,Positive,unknown,Positive,Positive,4.2,4.0,Positive
We ate at 5pm for early dinner so the restaurant was rather quiet. Good food at reasonable prices.,Positive,unknown,unknown,Positive,4.2,4.0,Positive
"Food was awesome, great list of beer and wine, great dinning experience.",Positive,Positive,Positive,unknown,4.8,5.0,Positive
"Food was awesome, great list of beer and wine, bad dinning experience.",Positive,Negative,Positive,unknown,3.0,3.0,Positive
"Food was awesome, great list of beer and wine, great dinning experience depsite the headache inducing noise.",Positive,Positive,Positive,Negative,3.8,4.0,Positive
"Food was awesome, great list of beer and wine, great dinning experience except for the slow service.",Positive,Positive,Negative,unknown,4.0,4.0,Positive
"Food was bland, great list of beer and wine, great dinning experience.",Negative,Positive,Positive,unknown,2.8,3.0,Negative
"Food was awesome, great list of beer and wine, great dinning experience other than the noise level.",Positive,Positive,Positive,Negative,4.0,4.0,Positive
"Food was awesome, great list of beer and wine, great dinning.",Positive,Positive,unknown,unknown,4.2,4.0,Positive
"Food was awesome, great list of beer and wine.",Positive,unknown,Positive,unknown,5.0,5.0,Positive
"great list of beer and wine, great dinning experience.",unknown,Positive,Positive,unknown,4.6,5.0,Positive
Waited 30 min for a hamburger and it was ice cold. $13 for a very bad burger.,Negative,unknown,Negative,unknown,1.0,1.0,Negative
Only waited 10 min for a hamburger and it was delicious. $13 for a very good burger and stellar service.,Negative,unknown,Positive,unknown,4.6,5.0,Positive
"Waited 30 min for a hamburger and it was ice cold. $13 for a very bad burger in a dimly lit, dingy dining room.",Negative,Negative,Negative,unknown,1.2,1.0,Negative
Waited 30 min for a hamburger and it was ice cold. $13 for a very bad burger. It was very noisy too.,Negative,unknown,Negative,Negative,1.0,1.0,Negative
Waited 30 min for a hamburger but it was very tasty. $13 for a very good burger.,Positive,unknown,Negative,unknown,3.4,3.0,Positive
Waited 30 min for a hamburger,unknown,unknown,Negative,unknown,1.6,2.0,Negative
"Waited 30 min for a hamburger and it was ice cold. $13 for a very bad burger. And ambiance was terrible, too dark.",Negative,Negative,Negative,unknown,1.6,2.0,Negative
Waited 30 min for a hamburger and it was ice cold. $13 for a very bad burger. Noisy and difficult to talk in the dining area.,Negative,unknown,Negative,Negative,1.4,1.0,Negative
for a hamburger and it was ice cold. $13 for a very bad burger.,Negative,unknown,unknown,unknown,2.2,2.0,Negative
they had very poor service and the food wasnt up to the reviews I read- we waited way too long (on a Sunday night / not crowded) for our food,Negative,unknown,Negative,unknown,2.4,2.0,Negative
they had very great service  but the food wasnt up to the reviews I read- we waited way too long (on a Sunday night / not crowded) for our food,Negative,unknown,Positive,unknown,2.6,3.0,Negative
they had very poor service and the food wasn't up to the reviews I read- we waited way too long (on a Sunday night / not crowded) for our food. The music was too loud and didn't match the style of the restaurant at all.,Negative,unknown,Negative,Negative,1.6,2.0,Negative
"they had very poor service and the food wasnt up to the reviews I read- we waited way too long (on a Sunday night / not crowded) for our food. Too bad, I really liked the memorabilia on the walls.",Negative,Positive,Negative,unknown,1.8,2.0,Negative
they had very poor service but the food was even better than the reviews I read- we waited way too long (on a Sunday night / not crowded) for our food,Positive,unknown,Negative,unknown,3.4,3.0,Positive
They had very poor service and the food wasn't up to the reviews I read- we waited way too long (on a Sunday night / not crowded) for our food. The poor ambiance didn't add to the experience either.,Negative,Negative,Negative,unknown,1.2,1.0,Negative
the food wasnt up to the reviews I read,Negative,unknown,unknown,unknown,2.2,2.0,Negative
they had very poor service and the food wasnt up to the reviews I read- we waited way too long and the noise level gave me a headache (on a Sunday night / not crowded) for our food,Negative,unknown,Negative,Negative,1.6,2.0,Negative
they had very poor service- we waited way too long (on a Sunday night / not crowded) for our food,unknown,unknown,Negative,unknown,2.2,2.0,Negative
"This place continues to impress! Martinis, appetizers, salads, entrees, service are all great. I have been there numerous times over the past few months and every time it has been great.",Positive,Positive,Positive,unknown,5.0,5.0,Positive
This place continues to impress! Martinis were great. Food could be better. I have been there numerous times over the past few months and every time it has been great.,Negative,Positive,Positive,unknown,3.4,3.0,Positive
"This place continues to impress! Martinis, appetizers, salads, entrees, service are all great. I have been there numerous times over the past few months and every time it has been great. The only problem is that it's super loud.",Positive,Positive,Positive,Negative,3.6,4.0,Positive
"This place continues to impress! Martinis, appetizers, salads, entrees, service are all great. I have been there numerous times over the past few months and every time it has been great. The service is not greta though.",Positive,Positive,Negative,unknown,3.4,3.0,Positive
"This place continues to unimpress! Martinis, appetizers, salads, entrees, service are all bad. I have been there numerous times over the past few months and every time it has been horrible.",Positive,unknown,Positive,unknown,1.2,1.0,Negative
"This place continues to impress! Martinis, appetizers, salads, entrees, all great. I have been there numerous times over the past few months and every time it has been great.",Positive,Positive,unknown,unknown,5.0,5.0,Positive
"This place continues to impress! Martinis, appetizers, salads, entrees, service are all great. I have been there numerous times over the past few months and every time it has been great. The right level of noise!",Positive,Positive,Positive,Positive,4.4,4.0,Positive
This place continues to impress! Service are all great. I have been there numerous times over the past few months and every time it has been great.,unknown,Positive,Positive,unknown,5.0,5.0,Positive
If you like pasta with an abundance of sauce--the Ragu kind--then this is...nothing special...,Negative,unknown,unknown,unknown,1.6,2.0,Negative
If you like pasta with an abundance of sauce--the Ragu kind--then this is...amazing...,Positive,unknown,unknown,unknown,3.6,4.0,Positive
If you like pasta with an abundance of sauce--the Ragu kind--then this is...nothing special... Had excellent server though.,Negative,unknown,Positive,unknown,3.4,3.0,Positive
If you like pasta with an abundance of sauce--the Ragu kind--then this is...nothing special... the lighting was so bad I could barely see my food.,Negative,Negative,unknown,unknown,2.2,2.0,Negative
If you like pasta with an abundance of sauce--the Ragu kind--then this is...nothing special...noise level kept to a minimum.,Negative,unknown,unknown,Positive,2.2,2.0,Negative
If you like pasta with an abundance of sauce--the Ragu kind--then this is...disappointing...,Negative,unknown,unknown,unknown,1.6,2.0,Negative
If you like pasta with an abundance of sauce--the Ragu kind--then this is...nothing special...at least the place looks good.,Negative,Positive,unknown,unknown,2.6,3.0,Negative
"The music was very jarring and too loud. When it comes to the food, if you like pasta with an abundance of sauce--the Ragu kind--then this is...nothing special...",Negative,unknown,unknown,Negative,2.2,2.0,Negative
This place is...nothing special...,unknown,unknown,unknown,unknown,2.8,3.0,Negative
Sat downstairs next to bar. Fun table and a great overall atmosphere. Excellent waiter Nathan. Perfect suggestions and excellent wine choice. Food was spectacular!,Positive,Positive,Positive,Negative,4.8,5.0,Positive
Sat downstairs next to bar. Small and cramped table in a frat house atmosphere. Excellent waiter Nathan. Perfect suggestions and excellent wine choice. Food was spectacular! Music a bit loud. Will request a different part of the restaurant next time.,Positive,Negative,Positive,Negative,3.6,4.0,Positive
"Horrible service continues to be a problem. Even with only six other occupied tables, my waffle was cold and I could not get coffee refills.",Negative,unknown,Negative,unknown,1.2,1.0,Negative
"Great service continues to be a highlight. With only six other occupied tables, my waffle was hot and I got coffee refills.",Negative,unknown,Positive,unknown,3.8,4.0,Positive
"Horrible service continues to be a problem. Even with only six other occupied tables, my waffle perfect but I could not get coffee refills.",Positive,unknown,Negative,unknown,1.6,2.0,Negative
"Horrible service continues to be a problem. Even with only six other occupied tables, my waffle was cold and I could not get coffee refills.  Still loud, too.",Negative,unknown,Negative,Negative,1.6,2.0,Negative
"Horrible service continues to be a problem. Even with only six other occupied tables, my waffle was cold and I could not get coffee refills. The ambiance is good though.",Negative,Positive,Negative,unknown,2.8,3.0,Negative
Horrible service continues to be a problem. Even with only six other occupied tables I could not get coffee refills.,unknown,unknown,Negative,unknown,1.4,1.0,Negative
"Horrible service continues to be a problem. Even with only six other occupied tables, my waffle was cold and I could not get coffee refills because the waiter could not hear me over the loud music",Negative,Negative,Negative,unknown,1.2,1.0,Negative
"Horrible service continues to be a problem. Even with only six other occupied tables, my waffle was cold and I could not get coffee refills. One positive was we could easily hold a conversation no problem.",Negative,unknown,Negative,Positive,2.0,2.0,Negative
My waffle was cold.,Negative,unknown,unknown,unknown,2.0,2.0,Negative
The food was not very good this time. It was much better the last time I was there. Sloppy plate with muddy taste. They can do much better.,Negative,unknown,unknown,unknown,2.4,2.0,Negative
The food was not very good this time. It was much better the last time I was there and much quieter. Sloppy plate with muddy taste. They can do much better.,Negative,unknown,unknown,Negative,2.6,3.0,Negative
The food was not very good this time. It was much better the last time I was there. Sloppy plate with muddy taste. They can do much better. Decor and lighting were drab and dull too.,Negative,Negative,unknown,unknown,2.2,2.0,Negative
The food was not very good this time. It was much better the last time I was there. Sloppy plate with muddy taste. They can do much better. Service was good.,Negative,unknown,Positive,unknown,2.2,2.0,Negative
The food was very good this time. It was even much better the last time I was there. Fantastic plate with great taste. They can't do much better.,Negative,unknown,unknown,unknown,5.0,5.0,Positive
The food was very good this time. It was much better than last time I was there when we had a Sloppy plate with muddy taste. They did much better.,Positive,unknown,unknown,unknown,4.0,4.0,Positive
The food was not very good this time. It was much better the last time I was there. Sloppy plate with muddy taste. It was noisy and I left with a headache. They can do much better.,Negative,unknown,unknown,Negative,1.6,2.0,Negative
The food was not very good this time. It was much worse than the last time I was there. Sloppy plate with muddy taste.,Negative,unknown,unknown,unknown,1.6,2.0,Negative
They can do much better.,unknown,unknown,unknown,unknown,2.0,2.0,Negative
Too loud and rushed for a mellow evening out.,unknown,Negative,Negative,Negative,1.6,2.0,Negative
Peacefully quiet and chill for a mellow evening out.,unknown,Negative,Negative,Positive,4.6,5.0,Positive
Too loud and rushed for a mellow evening out. The food was not good.,Negative,Negative,Negative,Negative,2.2,2.0,Negative
"Too loud, but the service was good and didn't rush, allowing for a mellow evening out.",unknown,Negative,Positive,Negative,3.0,3.0,Positive
Too loud and rushed but food was delicious.,Positive,Negative,Negative,Negative,3.0,3.0,Positive
Too loud for a mellow evening out.,unknown,Negative,unknown,Negative,1.6,2.0,Negative
Too rushed for a mellow evening out.,unknown,Negative,Negative,unknown,2.0,2.0,Negative
Beautiful restaurant but the food and service were not up to par.,Negative,Positive,Negative,unknown,2.4,2.0,Negative
Beautiful restaurant and the food and service were up to par.,Negative,Positive,Positive,unknown,4.2,4.0,Positive
Beautiful restaurant and the food was up to par but the service was not up to par.,Positive,Positive,Negative,unknown,3.2,3.0,Positive
"Beautiful restaurant but the atmosphere, food and service were not up to par.",Negative,Negative,Negative,unknown,2.8,3.0,Negative
"Beautiful restaurant but very noisy, and the food and service were not up to par.",Negative,Positive,Negative,Negative,2.6,3.0,Negative
"Beautiful restaurant but the food and service were not up to par. The music was perfect at least, not too loud and very fitting.",Negative,Positive,Negative,Positive,3.2,3.0,Positive
Beautiful restaurant but the food was not up to par.,Negative,Positive,unknown,unknown,2.6,3.0,Negative
Beautiful restaurant but the service was not up to par.,unknown,Positive,Negative,unknown,2.8,3.0,Negative
Food and service were not up to par.,Negative,unknown,Negative,unknown,1.8,2.0,Negative
"Excellent service, had to wait a little too long for the check",unknown,unknown,Positive,unknown,3.8,4.0,Positive
"Excellent service, had to wait a little too long for the check but it was worth it since the food was so good.",Positive,unknown,Positive,unknown,4.8,5.0,Positive
"Excellent service, had to wait a little too long for the check. The music level was too loud and made it difficult to hear my partner across the table.",unknown,unknown,Positive,Negative,3.2,3.0,Positive
"Excellent service, had to wait a little too long for the check. vibes were amazing",unknown,Positive,Positive,unknown,4.2,4.0,Positive
"Poor service, had to wait a little too long for the check",unknown,unknown,Negative,unknown,2.4,2.0,Negative
"Excellent service, had to wait a little too long for the check and food was bland.",Negative,unknown,Positive,unknown,2.6,3.0,Negative
"Excellent service, had to wait a little too long for the check.  Quiet place.",unknown,unknown,Positive,Positive,3.8,4.0,Positive
"Excellent service, had to wait a little too long for the check. Tacky decor.",unknown,Negative,Positive,unknown,3.0,3.0,Positive
Had to wait a little too long for the check,unknown,unknown,Negative,unknown,2.6,3.0,Negative
The service was good. Very pleasant and attentive waiters. The atmosphere( in the back dining room) and the food were very average.,Negative,Negative,Positive,unknown,3.4,3.0,Positive
The service was good. Very pleasant and attentive waiters. The atmosphere( in the back dining room) and the food were even better.,Positive,Negative,Positive,unknown,4.6,5.0,Positive
The service was good. Very pleasant and attentive waiters. The atmosphere( in the back dining room) and the food were very good.,Negative,Positive,Positive,unknown,3.8,4.0,Positive
The service was good. Very pleasant and attentive waiters. The atmosphere( in the back dining room) was very loud.,Negative,Negative,Positive,Negative,3.4,3.0,Positive
The service wasn't very good. Unpleasant and distracted waiters. The atmosphere( in the back dining room) and the food were very average.,Negative,Negative,Negative,unknown,2.4,2.0,Negative
The service was good. Very pleasant and attentive waiters. The atmosphere( in the back dining room) and the food were absolutely perfect,Negative,Negative,Positive,unknown,4.8,5.0,Positive
The service was good. Very pleasant and attentive waiters. The atmosphere( in the back dining room) was very average.,unknown,Negative,Positive,unknown,3.8,4.0,Positive
The service was good. Very pleasant and attentive waiters. the food were very average.,Negative,unknown,Positive,unknown,3.4,3.0,Positive
Very pleasant. The atmosphere( in the back dining room) and the food were very average.,Negative,Negative,unknown,unknown,3.6,4.0,Positive
One of the top places to dine in Las Vegas. The food is excellent - the view is to die for,Positive,Positive,unknown,unknown,5.0,5.0,Positive
One of the top places to dine in Las Vegas as long as you don't mind the noise. The food is excellent - the view is to die for,Positive,Positive,unknown,Negative,4.2,4.0,Positive
One of the top places to dine in Las Vegas. The food is excellent - the view is to die for and it is quiet and calming.,Positive,Positive,unknown,Positive,5.0,5.0,Positive
"One of the top places to dine in Las Vegas. The food is excellent, but the view was cut off because of construction.",Positive,Negative,unknown,unknown,3.4,3.0,Positive
One of the top places to dine in Las Vegas. The food is horrible - the view is to die for,Negative,Positive,unknown,unknown,2.8,3.0,Negative
One of the top places to dine in Las Vegas. The service is excellent - the view is to die for,Positive,Positive,Positive,unknown,4.6,5.0,Positive
"One of the top places to dine in Las Vegas. The food is excellent - the view is to die for, but the service leaves much to be desired.",Positive,Positive,Negative,unknown,4.0,4.0,Positive
One of the top places to dine in Las Vegas. The food is excellent.,Positive,unknown,unknown,unknown,5.0,5.0,Positive
One of the top places to dine in Las Vegas. The view is to die for,unknown,Positive,unknown,unknown,4.8,5.0,Positive
limited menus-food well prepared and quite good-inattentive service-throbbing disco beat disturbing plus noise from bar scene detracts,Positive,Negative,Negative,Negative,2.6,3.0,Negative
limited menus-food well prepared and quite good-throbbing disco beat disturbing plus noise from bar scene detracts. At least the good service helped make up for the loud music.,Positive,Negative,Positive,Negative,3.4,3.0,Positive
The food and service far exceeded my expectations. A great place to sit down and enjoy good food and friends,Positive,unknown,Positive,unknown,4.2,4.0,Positive
The food and service did not meet my expectations. An awful place to have your food with friends,Negative,unknown,Positive,unknown,1.0,1.0,Negative
The food and service failed to meet my expectations. Not a place to sit down and enjoy good food with friends. Pass!,Positive,unknown,Negative,unknown,1.8,2.0,Negative
The food and service far exceeded my expectations. A great place to sit down and enjoy good food and friends. The noise was perfect,Positive,unknown,Positive,Positive,4.8,5.0,Positive
"The food and service far exceeded my expectations. A good place to sit down and enjoy good food and friends, but a bad option if you are trying to hold a conversation",Positive,unknown,Positive,Negative,4.0,4.0,Positive
The food far exceeded my expectations. A great place to sit down and enjoy good food and friends,Positive,unknown,unknown,unknown,4.2,4.0,Positive
The service far exceeded my expectations. A great place to sit down and enjoy friends,unknown,unknown,Positive,unknown,4.4,4.0,Positive
"Worthless, tasteless food. Complete dissappointment for a New Orleans restaurant. Never again. What happened to the old Fins?",Negative,unknown,unknown,unknown,1.0,1.0,Negative
"Worthless, tasteless food. Complete dissappointment for a New Orleans restaurant. Never again. What happened to the old Fins? Also way too loud.",Negative,unknown,unknown,Negative,1.8,2.0,Negative
"Worthless, tasteless food. Complete dissappointment for a New Orleans restaurant. Never again. What happened to the old Fins? Staff was rude",Negative,unknown,Negative,unknown,1.0,1.0,Negative
"Worthless, tasteless food. Complete dissappointment for a New Orleans restaurant. The service was good, but I will never go there again. What happened to the old Fins?",Negative,unknown,Positive,unknown,2.0,2.0,Negative
"Worthless, tasteless food. Crowded and dirty.  Complete dissappointment for a New Orleans restaurant. Never again. What happened to the old Fins?",Negative,Negative,unknown,unknown,1.4,1.0,Negative
"Worthy, delicious food. Complete satisfaction for a New Orleans restaurant. Will come again. What happened to the old Fins?",Positive,unknown,unknown,unknown,4.8,5.0,Positive
Complete disappointment for a New Orleans restaurant. Never again. What happened to the old Fins?,Negative,unknown,unknown,unknown,1.2,1.0,Negative
"Worthless, tasteless food in a quiet atmosphere. Complete disappointment for a New Orleans restaurant. Never again. What happened to the old Fins?",Negative,unknown,unknown,Positive,1.2,1.0,Negative
"Worthless, tasteless food. Complete dissappointment for a New Orleans restaurant. Never again. What happened to the old Fins? The only good thing was the ambiance.",Negative,Positive,unknown,unknown,2.0,2.0,Negative
"The service was less than average, which is a shame b/c the place is beautiful and food was good. But I wouldn't go back.",Positive,Positive,Negative,unknown,2.0,2.0,Negative
The service was above average and the place is beautiful and food was good.  But I wouldn't go back.,Positive,Positive,Positive,unknown,3.6,4.0,Positive
"The service was less than average, as was the food, which is a shame b/c the place is beautiful. But I wouldn't go back.",Negative,Positive,Negative,unknown,2.0,2.0,Negative
"The service was less than average, the place was dark and dull looking and food was good. But I wouldn't go back.",Positive,Negative,Negative,unknown,2.0,2.0,Negative
"The service was less than average, which is a shame b/c the place is beautiful and food was good. The biggest detriment is the raucous, loud atmosphere. I wouldn't go back.",Positive,Positive,Negative,Negative,2.2,2.0,Negative
The place is beautiful and food was good. But I wouldn't go back.,Positive,Positive,unknown,unknown,2.4,2.0,Negative
"The service was less than average, which is a shame b/c the food was good. But I wouldn't go back.",Positive,unknown,Negative,unknown,2.4,2.0,Negative
"The service was less than average, which is a shame b/c the place is beautiful, quiet and food was good. But I wouldn't go back.",Positive,Positive,Negative,Positive,2.2,2.0,Negative
"The service was less than average, which is a shame b/c the place is beautiful. But I wouldn't go back.",unknown,Positive,Negative,unknown,2.0,2.0,Negative
"definitely not worth being in the list ""where to eat 2010""!!",Negative,unknown,unknown,unknown,1.4,1.0,Negative
definitely not worth being in the list and the service was lousy.,Negative,unknown,Negative,unknown,1.2,1.0,Negative
definitely not worth being in the list but it a nice quiet place,Negative,unknown,unknown,Positive,2.4,2.0,Negative
"definitely not worth being in the list, however the atmosphere was good.",Negative,Positive,unknown,unknown,3.0,3.0,Positive
definitely not worth being in the list. The service was horrendous.,Negative,unknown,Negative,unknown,1.4,1.0,Negative
"definitely worth being in the list ""where to eat 2010""!!",Positive,unknown,unknown,unknown,4.6,5.0,Positive
Definitely not worth being in the list,unknown,unknown,unknown,unknown,1.6,2.0,Negative
"Definitely not worth being in the list ""where to eat 2010""!! Not to mention it was so loud I could barely hear myself think.",Negative,unknown,unknown,Negative,1.2,1.0,Negative
definitely not worth being in the list. All the furniture seemed old and outdated.,Negative,Negative,unknown,unknown,2.2,2.0,Negative
